message,sentiment
Auburn Tigers Double Rung Bar Stool http://t.co/Yzl9gBk0Zy #Auburn #Double #Rung #Stool #Tigers #Wave,neutral
"weisheiten von bosshoss: ""man schenkt einer frau eine rose &amp; nicht einen ganzen strauß."" weißte bescheid. #thevoice ",neutral
@Taronal  - würde ja auch wieder lieber gerne ne lohntüte haben. #goodoldtime seufz,negative
Schlicht und einfach Spaghetti mit Ketchup. No more no less. Just simple.,neutral
"@Paul_MR War ziemlich geil, leider keine ""Carter II"" Sachen gespielt, dafür Birdman dabei gehabt :-))))",positive
"diese matheaufgaben derzeit sind verdächtig einfach, irgendwas stimmt da nicht",neutral
@stefan4all das klingt gar nicht gut :-(,negative
#hvv S3 fährt unregelmäßig bis harburg. Linie nach #Lüneburg aber komplett tot.,neutral
#Upload: #Payday: Endlich menschliche Kollegen und direkt Like A Boss unterwegs! http://t.co/tstYcmnJdy,positive
Havana Club Stoffbanner SELTEN: Axstedt | Original Havana Club Stoffbanner. Maße 160x80. Sehr seltenes und rar... http://t.co/rOBPXTeIst,neutral
Ob @DerTimsen wieder ganz vorne im Zug sitzt um die Rentner besser aus dem Zug zu schmeißen?,neutral
"@WestIce3 Klar, ich lass noch was übrig ;) @barfuessler",positive
@lifeofmarco \o bitte gerne! Sonst muß ich immerzu ans Schuhekaufen denken...;))),positive
Apple-Designchef gestaltet goldene EarPods http://t.co/VS4qXOEJGW #Gerüchte,neutral
Hausarbeit geschafft.,positive
DAX schließt mit Allzeithoch über 9.000 Punkten http://t.co/962ns8N9Qq,positive
Eintracht Frankfurt - Murmeltiertag im Stadtwald: Die Eintracht zieht sich gegen den FC Bayern acht... http://t.co/KQVJGTNR7a #eintracht,neutral
"@fj_strauss Verzeihung, Eminenz!",neutral
@UlriBoo Autorin: Märchen; Fantasy; Artikel*leidenschaftliche Joggerin*Bücherwurm* Bloggerin http://t.co/bisnwShmaV unbedingt #ff,neutral
RT @RRRockstah: HAHAHAHA funktioniert halt WIRKLICH! #GTAVvorreleasespielen http://t.co/NM3oVOtlsx,positive
@nameistlatte muss ein Name eine Bedeutung haben? 3 = e ✔,neutral
Morgen beginnt die Schule *-* endlich :*,positive
"@KatieFCB Mich haben se nach vorne geschickt, konnt ne stille stehen ^^",positive
Kredit-Angebot für Schufa-freies Darlehen: Ihr Online Kredit in Deutschland http://t.co/ZbGLPXS97C,neutral
@vollDeutsch ich auch nicht. *genius*,neutral
AKTIEN SCHWEIZ/Vorbörse: Freundlich dank Novartis - Warten auf US-Arbeitsmarkt http://t.co/0elxuDYEV7 CASH #Schweiz #Börse,neutral
Onlinespiel kostenlos Desert-Operations Strategie Onlinegame http://t.co/k3uqbkYWM2 Browsergame #Strategie zum Spielen im Internet,neutral
"Neuer Siemens-Chef: Intrigen-Vorwürfe sind ""Unsinn"" http://t.co/lVMmxcNzp4",neutral
"#nichtschlechtstaunte heute mit einem guten Grund, aus der Dusche zu steigen: aufgrund Türklingelns! http://t.co/G0iiyvyDy6",neutral
"@XxxKusJulia jaaa HEEL weinig gelachenn , 😋 was super gezelliggg xxx",positive
RT @_SeSSeL_: @1046RTL bitte spielt heute das neue lied von @1D_Deutschland #StoryOfMyLife ♥,neutral
*** BILDplus Inhalt *** Münster-„Tatort“ - Was hat China-Prinzessinmit Bruce Lee zu tun? http://t.co/e6se3lRHWX,neutral
#Jülich #Zeuge nach Verkehrsunfall gesucht 25.04.2013 http://t.co/Nxl39tqSay,neutral
"Plötzlich zweifeln, ob man dem wütenden Mob die richtige Empfängeradresse mitgegeben hat. Ihr kennt das.",neutral
Wenn dieser Taaag der letzte ist... :(,negative
Gesetzter Mann sucht juengere Tussi fuer diskrete Sexkontakte Augsburg http://t.co/jk88LEMp31,neutral
"@Bandita_de_Coco wenn nich, mach's ich ich. Arte oder 3Sat. ;-) da läuft immer was gutes",positive
@issobleibtso keinen Atombackofen??? hmmm #schneller,neutral
NSA saugt Daten von Google und Yahoo - Snowden: Interesse an Hilfe http://t.co/7Y0bNyxjik,neutral
"Denkst du, dass alles aus einem bestimmten Grund passiert?... — JA! http://t.co/VGB03kyJ5e",neutral
@rat_in_a_cat BLACK MAMBA! BLACK MAMBA! BLACK MAMBA!  Bitte entschuldigen Sie. Das ist so eine Art Achterbahn-Tourette.,neutral
#innovation #KATHETER Einmal CH 12 Frau 18cm steril http://t.co/lhxWIlqESR,neutral
@spacedani gibt halt ehrliche Leute,neutral
10 weniger bekannte Fakten über Hitler: http://t.co/0rTijA26NS #fun #youtube #hitler #katzen #bart #potenz #veggie #crystalmeths #witz,neutral
DominaXX: Alter: 27 Sternzeichen: Schütze PLZ- Bereich: 7 Geschlecht: weiblich Augenfarbe: braun Hobbies: Chat... http://t.co/lIfJGBuv1Z,neutral
@lonelyjogger danke! Und dir gute Besserung. Wo bist denn eigentlich gestürzt?,neutral
"neuester #-Move, Laufen 1Std. 17min, niedrig, 14,31 km. http://t.co/bDasRr7PyB",neutral
HELBRECHT optics: bis zu 70 % im Sale von Markenbrillen + 10 % Gutschein + Gläser mit Stärke gratis! http://t.co/Rq1mvFfmYe #Online_Optiker,neutral
"Ob da noch was frei ist??? ^^“@ruhrgebietszene: Segwaytour zur Emscherkunst,03.08. Oberhausen, 49 Euro, http://t.co/y6n7usouQ0”",neutral
GTA 5 Download.Wenn nicht schon?PS3 Version schon jetzt verfügbar; bereit.,neutral
Syrische Armee verlegt laut Augenzeugen Einheiten in Wohngebiete http://t.co/rWdNYMBKXc,neutral
Hi. Schule aus und schlechte Laune.,negative
Heutige Lese-Empfehlung: Unser Wahlprogramm zur Gesundheitspolitik. https://t.co/lRiY8Y2m3A,neutral
Irgendwas mit rosafarbenen Einhörnern. Viel Spaß allen beim #ccb13!,positive
Boah ey.... Hoffentlich spielt der beim Derby auch so Scheiße.,negative
Henry Bischoff Award honorees Professors Jeremy Teigen and James Hoch http://t.co/U54yBVBEXg,neutral
RT @ruediloeffel: Familienarmut wirksam bekämpfen http://t.co/udEEWTTm9O @daniel_steiner @evppev #Ergänzungsleistungen #Familien #Armut,neutral
"Ohje, arme @KhloeKardashian! Ihr Mann @RealLamarOdom konsumiert weiterhin Drogen, TROTZ Entzug!! MEHR HIER: http://t.co/JRr29IdsPN",neutral
Vergiss' #Full-HD: #LG baut #QHD-Display fürs #Handy http://t.co/2LEHpzx8nz,neutral
@SyruS_04 wollen vermutlich aus sympathie zu Hoeneß nicht hinter Gitterstäben stehen.,neutral
@moeffju ‘Schlag mich einfach in den Schlaf',neutral
Hochsauerlandkreis: Diebstahl hochwertiger Kleidung http://t.co/Ok5fhTycbq,neutral
Fürs erste nichts mehr zutuen,neutral
@ASchwibach @mrohrmoser2 unbequeme Stühle versprechen effiziente Sitzungen,neutral
RT @alpenadriauni: Achtung: #Inskription für #Bachelorstudien bis 5. September möglich: http://t.co/bBDyO1dWxp,neutral
"@Coruscant88 natürlich nicht -,-",negative
RT @DaPhilPhil: Endlich durfte ich mal ran :-) http://t.co/mCdSNNZby9,positive
"@magischerfcblog dagegen spricht natürlich, dass jede Serie irgendwann endet... // @CDSandhausen",neutral
@EduardHabsburg ohhhh meine schwächste Disziplin bisher ;)),positive
Augsburg will Favoriten stürzen http://t.co/qkgTkHL7Gh #fußball #bundesliga,neutral
"Fehlt: neuer Online-Shop, neue App RT @vfbspox: Neuer Präsident, neuer Trainer, neuer Kapitän. Der Neubeginn? http://t.co/aG0PLo5KAQ #VfB",neutral
Klasen mit rot runter. Da hatten mehr fliegen müssen. Lachhaft der Schiri. #tuskob,negative
RT @avongunten: Seit Kumpel und helft den «The bianca Story» Stollen zur freien Musik zu bauen — http://t.co/CAv9b8YFjW http://t.co/f98S6om…,neutral
Was bietet uns dieser wunderbare Donnerstag sonst noch?,positive
guter montag. ungewöhnlich. höchst ungewöhnlich!,positive
"Achtung, Fanfare!",neutral
Coach Efe fordert Verstärkungen: Das 2:3 gegen Aufsteiger Nordhausen bedeutete bereits die vierte Heimpleite des... http://t.co/LNktwAeZu4,neutral
"RT @jodelld: Glückauf, my boys in blue! #S04",positive
#DLR Laser soll Weltraumschrott im erdnahen Orbit beseitigen http://t.co/JQ6Y1bT9WG #Raumfahrt,neutral
Habt Spaß verdammte Kacke!,positive
#clouds #staatskanzlei #munich #münchen #blau #wolken #himmel #sky #silhouette #instagood… http://t.co/xi7sfYQrhG,neutral
Auf was für absolut bescheuerte Ideen Menschen kommen. :/ #lastRT,negative
"Und wen beschuldigst du? - ""Ausländer."" ""oh cool!"" xDDD #diktatorhighfive",positive
[ So schwören wir aufs neue dem König Lieb und Treue! ] - bait 5 Preussenlied,neutral
"Ok, nach den Chinesen kommen jetzt die kriminellen Afrikaner. Rette sich, wer kann... #orfwahl13",negative
@ProSieben nicht schön :|,negative
"Über vier Stunden langer Spaziergang, einmal neue Beine bitte.",negative
Nach einer Stunde einen einzigen Dislike. 5 Minuten später nun 7 Dislikes. Kommt ständig ein neuer dazu… Spitze -.-“,negative
Berlin: Innenminister Friedrich besorgt über Ansehen Deutschlands http://t.co/xNR0jVV9ck,neutral
Enttäuschte Hoffnungen #Handelsblatt http://t.co/ZV0MfCz1SL,neutral
Giftgasangriff in Syrien unter falscher Flagge! Vorspiel für einen großen Krieg? http://t.co/dVqZuzUsAQ,neutral
inspirierend inflationär verwenden: KünstlerInnen,neutral
Hhmmm... dieser einzigartige Tee aus Europa... also von den Azoren... der schmeckt so lecker http://t.co/RZYRQ6q2Ln,positive
A Golden Star Was Born Today @msleamichele my golden star,positive
Arizona ♡ #Arizona #Eistee #lemon #lecker #kühl #Dose #Stadt #Wesel #Sonnenschein #Warm… http://t.co/I5GWLwF1VK,positive
#chillen #mit #dem #besten #freizeitbad #Greifswald #FreizeitbadGreifswald #spaß #chillivanilli #hihi (: http://t.co/bVzvv4GwSU,positive
"Das Verhängnis unserer Kultur ist, dass sie sich materiell viel stärker entwickelt hat als geistig. Albert Schweitzer",neutral
AUDIO | Denkmäler zum Staunen: Die alte Tank-Kraft-Station Nürnberg http://t.co/EwtjcX1RQA #franken,neutral
"GRAEGER Weinkultur Rheingau Riesling QbA Trocken.Feinrassig,frisch,mit dezentem Duft.",positive
Samsung Galaxy SIII GT-I9300 blau 16GB *DEFEKT* ohne Garantie ohne Akku http://t.co/D08jdRLY7m,neutral
@marylebow @himmelende sehr gern. Darauf spielte ich an.,neutral
Die Websites der NPD sind bei mir grade down. Dabei suche ich Argumente aus der rechten Ecke ... Unauffindbar. :/,negative
"@hannig1758 @UweSchummer @Chrysanna1 @hildwin @PattyRo @gelsen Der Hannig wieder mit DTG Angabe. Gut, dass keine Grünen dabei sind... :-p",positive
RT @ChiaraWi: @1D_Deutschland wir müssen bei Biggest Fans unbedingt Punkte sammeln Leute!!Wir sind auf Platz 3! http://t.co/FQNLliRjIP #Dir…,neutral
chipleader found Das kleine Paradies (Traditional Cache) http://t.co/N4Wk2Jet7R,neutral
RT @ruv_de: Die Abt. Kraftfahrt-Schaden in #Hannover sucht (befristet): KFZ-Schadenregulierer (m/w) im Innend. http://t.co/bzrViVAIo8 #karr…,neutral
"@chj_keller Ne ne, eindeutig !!! SP-lastig;-)))@offpulse @berlinwerbung @Patrick_Kunkel",positive
Foto soll Kameramodul des iPhone 5S zeigen http://t.co/WpW4xWWrhz,neutral
Die besten Schweizer Kredite des Monats Juli 2013! http://t.co/GljFxjrqGO,neutral
Pussy bis zum Orgasmus geil gewichst: #Sleezy Da wird man von den ganzen Usern vor der Cam heiß gemacht bis di... http://t.co/YoOEuqgNio,neutral
"Verstehe. Gepanzerte Boote essen die Viecher, Stiefel lassen sie übrig, die schmecken nicht. Natürlich! #schlefaz",neutral
Und wieder geht ein schöner (heißer) #Sommertag zu Ende - #Sonne #Baden #Sonne ☀🚣😎 http://t.co/uz99OlfwXg,positive
Go Andy!! Catch dem pigs!,neutral
Live Chat Sex : Die versaute Radfahrerin steckt den Dildo in ihre feuchte Pussy http://t.co/Fwnm8wzUBk,neutral
Neue Rezension: Thorbeckes Alte Gärten Kalender 2014 http://t.co/alrItnjfyY #Bücher #Literatur,neutral
RT @casinoangebote: #Glücksspiel #gambling #playingcards #casino #onlinecasinoangebote #casinoangebote #casinospielen http://t.co/lsDSQmMWrw,neutral
"Braunschweig: Sind Eltern süchtig, leiden die Kinder http://t.co/Peu668K8Ap",neutral
@michaelstagrams um chicken duh ily,positive
"@MichelleLikesKB ich sitz neben ihr und muss catch the millionäääär schauen ja, denkste das ist SPANNEND?",negative
1 fM in fM. Hä? fM steht übrigens für feste Masche.,neutral
"Sind Verstösse gegen Residenzpflicht Ordnungswidrigkeiten oder - wie Michael Siefener vom bayer. Innenministerium behauptet - ""Straftaten""?",neutral
mum hat mich grad gefragt ob ich schwanger bin und deshalb so schlecht drauf,negative
@Kyra2001 mehr Macht auf jeden Fall und leicht zu mißbrauchen.,neutral
@KlatschKopp @TanteOesen nu isser besoffen. Vielleicht besser. ;),positive
"Papa Schlumpf bestätigt Entfernung zum magischen Wasserfall ""Nicht mehr weit."" http://t.co/9IdwRkapqg #SmurfsVillage @BeelineGames",neutral
Pflege Aktuell 17.10.2013 - Schaukelsessel sorgt für Wohlbefinden bei Demenzkranken Früher gehörte ein... http://t.co/qeyLVZNxtg,neutral
Dank den einfachen BE SMART WORK SAFE Tipps verpasst du garantiert keine Party. http://t.co/j0wgVlw0Ik,positive
Arbeitgeber: Studenten halten nicht mehr viel von Banken http://t.co/SU43mh0cyS,neutral
"@_klingebiel @TanteOesen @mc_flausch na guck, geht doch...;)))",positive
Fickenarschlochfucktweet!,negative
"RT @LudwigRingEifel: Ob sich das wohl je rumspricht? BBC Doku entlarvt Spanische Inquisition als ""Schwarze Legende"" http://t.co/UVmBjzn3nD …",neutral
"Simdi ben kimlere vielleicht, genau, echt ya da entschuldigung diycem... http://t.co/jEh2V8ivQp",neutral
Nikkei – Nachhaltiger Ausbruch ?! (Update) http://t.co/4aa4P52CsJ #nikkei #indizes,neutral
"@ilona_19xx Guten Morgen. Wünsch' ich Dir auch! Muss heute aufs Zollamt fahren meine Quilts abholen - yay, endlich! Was liegt bei Dir an?",positive
"aber hey, immerhin sitzt eine 23-jährige als jüngste gemeinderätin für die #spö im gr. warum? weiß keiner so genau.",neutral
"Bijan Djir-Sarai (FDP), Vorsitzender deutsch-iranische Parlamentariergruppe… http://t.co/8oXJrUdSww #podcastinterview",neutral
"Im Büro +höre wieder einer Telefonkonferenz zu. Werfe abwechselnd Hm, Really? oder I agree ein,um Aufmerksamkeit zu heucheln. Ihr kennt das.",neutral
"-- Ding doch gleich? Ach komm schon Gwenny!* Tempel! Ich, wollte nach Tempel. Zu ähm..Madame Rossini, genau. *Ich nickte -- (@G_DeVilliers)",neutral
"@MartinThuer nichts gegen ""Hurt"" oder die gesamten ""American Recordings"". Aber zum Begräbnis! Ich hätte gerne ""Rainbirds"" von T. Waits.",neutral
"RT @heiseonline: Philipp Rösler: Neuer Anlauf zur ""Netzneutralität"" http://t.co/snynLeUcrC",neutral
"RT @_Einatmen: @PeterMaya1 Gerne doch :) #Aspartam ist ein mieses Dreckzeug, das sich sogar in speziell beworbenen Kinderprodukten findet. …",negative
@SeeroiberJenny @thagirion @fhatti @la_lioness @RiloKiley1 @neukoelln44 #ekel #Neukölln #rauschenimwald,neutral
@_lost_in_Dreams *grins* *breit grins*,positive
Love being drunk lol last tweet,positive
"RT @twittagsgebet: Warum immer nur (wenn auch zurecht) #Limburg? Transfer Mario Götze 37 Mio, ARD zahlt für Sport 361 Mio - verlieren wir n…",neutral
Normal bin ich ja ned der mensch dwer sich beschwert wegen dem essen aber diese Pizza von Joeys...boah wie ekelhaft,negative
Führung: Wie Sie Ihre Mitarbeiter vor Boreout schützen http://t.co/LnForpN9W0 MANAGERMAGAZIN #Wirtschaft,neutral
RT: @BGameOffice Jetzt Online Spielen: Urban Rivals http://t.co/YYz7KTq5wr das gratis Browsergame bringt mehr ...,neutral
"@KrisRanda danke für die Aufklärung! Wieder was gelernt ! :-) Na, Du wirst schon noch richtig wach heute :-) Oh, SAP-Kurs geht weiter. Bussi",positive
"@LadyRedSinclair um mal den großen Karl Dall zu zitieren: ""Thank you very very much much much - Englisch lernen ist Quatsch"" ^^",neutral
@LadyofTheDay na dann feier schön!,positive
#Instachallenge #Day16 #what #i #am #reading #Fratzensammler #Horror #Wattpad http://t.co/JuP8MAmAWQ,negative
&lt;- möchte milde kotzen,negative
GERONTOCAT RETTET DIE WELT! Mit dem Rollator und einem flotten Schlager auf den Lippen!,neutral
Neues video: Basteln:Originellen Flugzeug falten - Flugzeug mit Origami falten http://t.co/MFpI7WyFAw,neutral
Stone Temple Pilots kündigen neue EP HIGH RISE mit Linkin Parks Chester Bennington an: Am 8… http://t.co/iRD1mHDySu,neutral
@EinNudelauflauf Wunderschön xD,positive
"Gladbach:""Ter Stegen fehlt, Younes bricht ab, Arango individuell http://t.co/P2ayJIow6W"" #Gladbach",neutral
"Wir können jetzt nicht rummachen, ich hab neue Leben bei Candy Crush Saga!",neutral
@ApokalyptoSineX @KF_GunElite @ApokalyptoAngel das sind scheiß public cunts die gg leute mit händen nicht mal 40 b b machen so siehts aus,negative
Samsung 3D-Fernseher gewinnen!: Gewinnen Sie den Samsung UE46D8090YS 3D LED Fernseher. Der 46 Zoll Fernseher m... http://t.co/aCShpB89pe,positive
Hey was geht ab freut ihr euch auch schon auf Donnerstag auf Alarm für Kobra 11 😉,positive
Endlich online: Meine Eindrücke vom #twitcook07. Danke an @ja_natuerlich für den netten Abend: http://t.co/EO8m8XuMHg,positive
"mein Ex hat ne Neue...nach 3 Wochen zusammengezogen, nach 3 Monaten Verlobung und jetzt Heiratsantrag...na dann, viel Glück *hust*",negative
"@amyjpoppy I see tbh it would be better the other way round uh just say ich spreche nicht gut deutsch, auf wiedersehen",positive
RT @do_panic: Nix Mecker: Schlagende Argumente gegen autofahrende Frauen in Saudi-Arabien http://t.co/wEYf1WenNu,neutral
@Pfirsichwolke also am Wochenende war noch keine da. Und jetzt bin ich ja erstmal wieder in Berlin,neutral
Wie sieht es mit den mit dem Wahlkampf in Deutschland aus? Was wird den alles versprochen? Und welche Versprechen warden gehalten!,neutral
RT @HSV: Im #dfbpokal geht's in der 1. Runde zum Thüringenmeister SV Schott #Jena. Zufrieden mit dem Los? Alle weiteren Infos in Kürze auf …,neutral
@tooy0ungtodie tchau :-),positive
"Zuviel Sonne beim @DLF-Überschriftenredakteur? ""Schaar: Bundestag muss mehr mit Geheimdiensten zusammenarbeiten"" http://t.co/XmvlRoexTS",neutral
@Audacious23 ojeeee da können se lange warten,negative
Portugals Verfassungsgericht kippt erneut Sparvorhaben http://t.co/TQQalDNtqk,neutral
Große #Ereignisse brauchen #Sendezeit: http://t.co/NfsbwjLfF6 #BP #ltw #grüne_raus #fdp_raus http://t.co/kmgwdmOG3q,neutral
Fink verlässt das diplomatische Parkett: Der CFC bleibt beim 1:1 gegen Rostock zwar im fünften Spiel in Folge... http://t.co/8ZaaoOOt5V,neutral
"Ich habe gerade Top Star, frost 1, frost 3, frost 4, glitter auf Stardoll gekauft. Schau dir meine Suite an! http://t.co/yBbV9UehaS",neutral
Luxuriöse handgearbeitete Aktentasche aus echtem italienischen Stierleder (Aktentasche Orlando) - http://t.co/pMKYDtMAzs,neutral
Bridge #a48 #rhein #koblenz #streakrunner #instajogger #laufen #igerskoblenz #igersrlp #rheinstagram… http://t.co/LCbCMNf9B6,neutral
DJ Hochzeit Rügen buchen bei Fischer Spezial http://t.co/tDvjEFzJ8C,neutral
Berdenggung☹,negative
Ich hab was neben mir liegen. http://t.co/r9u0fDgvM8,neutral
Große Weiße Bruderschaft http://t.co/XEetqr1p7q,neutral
CHIP Online « Amazon App Store: 11 Gratis-Apps zum Jubiläum: Den Amazon App Store für Android-Apps gibt es heute... http://t.co/DlC2z0XqHt,positive
Erweiterte Lotto Systeme.http://t.co/LGUlJOBJJF,neutral
Morgen lieve nichtje hier :),positive
RT @Groebchen: Sommerloch. #sichtbar http://t.co/b1ILEiQPWx,neutral
@MunibAgha Rein aus organisatorischem Interesse: wie viele Leute betreuen bei euch die @jusoserlangen Accounts hier und bei FB? @Aciro,neutral
Sean Sasser Dead: 'Real World' Star Dies Of Cancer At Age 44 http://t.co/4qcdFFqLgC via @HuffPostCeleb,neutral
Weltuntergangsgewitter. Herrlich. #Sturm #Gewitter #Starkregen,positive
@Teslaspule Wissen? Igitt geh weg damit!,negative
IMMOFINANZ Trade: 'An uns scheitert Erholung in CEE jedenfalls nicht' http://t.co/TdqAo5Bwl3,neutral
Versicherung gegen Online-Rufschädigung http://t.co/Ep2fHWwIgy,neutral
"Unverschämt! ""@SPIEGEL_Top: NSA-Skandal: US-Abgeordneter rechtfertigt Lauschangriffe http://t.co/lzi3SR4qSM""",neutral
@HollsteinM matussek wirkte zerstört,neutral
#10: Burials: Burials A.F.I. | Format: Audio CD 289% Verkaufsrang in Musik: 358 (war gestern 1.395)... http://t.co/b3XSq1MSvJ,neutral
"RT @DKultur: ""Ein gutes Herz"": Leon de Winter verarbeitet seine Wut auf den ermordeten Filmemacher Theo van Gogh literarisch http://t.co/IC…",neutral
"Ich bin down. Tja, interessiert wahrscheinlich noch weniger als Facebook.",negative
deichkind entführt! http://t.co/ueE7A1zGIb,negative
Willst du vielleicht darauf trinken? - ja?! #schlefaz,neutral
Bildungsministerium erhält Note 5 für enormen Stundenausfall http://t.co/gVfzcz2Hl6,neutral
"die haben auch keine anderen Hobbies als Lost Girl Dartseller in Rookie Blue zu stecken, oder?",negative
"@alxmuc Sorry! Wir führen Wartungen durch, wenn aus Erfahrung die wenigsten Logins erfolgen. Per Telefon sind wir 24h erreichbar. /EA",neutral
Google's Hilfe für kleine Websites » SEOPT Blog http://t.co/1JD46awWRu,neutral
Heb echt kleine handen xD,positive
Feel Better-Blog: Loslassen heisst besonders auch die Illusion des freien Willens loszulassen... http://t.co/clBMTA4cPi by resonanzen.ch,neutral
Nice dumplings. #lunchtime #inmymouth #dumplings #asian #typical #foodporn @karmenkaufmann http://t.co/t4ZdlMHTXQ,neutral
"nicht mehr ganz frisch: George Clooney's ""Monuments Men"" (2013) First Look! ENTV: http://t.co/OwcPaGVXtq via @youtube",neutral
"@towo geleakte technische details wären nett, ne?",positive
"Schwedenimmobilien, Hauskauf, Bau, Renovierung • Re: Warum antwortet Makler in Arvika nicht?: Hej!Bei uns war ... http://t.co/zl0wWfbaiy",neutral
Sweet Jesus - Diese Abendessen war göttlich.,positive
@Peterslaufblog @Matthias_Kunz @MagicMike2311 Da muss ich mit der Frau abends Tangotanzen gehen. Das gibt ganz großes Kino.,positive
@SSWmuffiinx Kein Problem dass du erst jetzt antwortest! Lieber später als nie. :),positive
Generation Ofenkartoffel (terminus technicus für Insider - Außenstehenden schwer zu erklären),neutral
#seitensprung geile hausfrauen aus oesterreich und schweiz hier http://t.co/ObocxB8FVU,neutral
@Red_Monk3y 3rd reich keggers,neutral
"@duniaSOCCER: Jerman XI (vs Austria): Neuer; Lahm, Mertesacker, Boateng, Schmelzer; Khedira, Kroos; Müller, Özil, Reus; Klose",neutral
Hmpf. Jeweils den zweiten Satz verloren. 3 von 7 spiele sind rum.,neutral
"ASUS Google Nexus 7 Tablet PC mit 16GB, WLAN, 17,8 cm (7 Zoll) !: Berlin | Verkaufe absolut neuwertiges ASUS N... http://t.co/VaoNFWiwcG",neutral
@HyazinthG @Uebersteiger_ Ahnungsloser,negative
Funzt bei euch auch Instagram nicht mehr?,neutral
Qualität Alter Klassikgitarre Sehr Gute Klang und Gut Erhalten: Hamburg | Qualität Alter Klassikgitarre Sehr G... http://t.co/Rz3OQRFoxy,positive
RT @Karlsruher2: #Kraftwerk - Pop Art -  um 21:55 auf ARTE http://t.co/dcqRLlW7f0 #Dokumentation via @ARTEde #Musik #Deutschland,neutral
#ard #n24 #ntv 17.10.2013: [News] PARADISE LOST – neuer Song online: Am 18.10.2013 erscheint ... http://t.co/3SEHA4kUSG #rtl #sat1 #pro7,neutral
"Aber egal,wer da transzendental auf meinem Schoss sitzt,...ich schubs ihn nu runter+geh ins Bett. #Gn8 all Ihr Lieben http://t.co/XxTSOYpvNy",positive
Assalamo aleikum w.w. Ich wünsche Euch allen und eurer ganzen Familie aus ganzem Herzen EID Mubarak Wasalam Umair K,positive
Kennzeichen ehemaliger Bezugsstädte verfolgen mich heute.,neutral
@ColliniSue @JungeMitDemBall wehe nicht!,negative
"Und dann erfindet die Bundeskanzlerin auch noch neue Worte: ""Ich bin da nicht die Allereinzigste.""",neutral
"Asphaltarbeiten in Burbach: Bergstraße von Freitag, 16. August, bis Samstag, 17. August 2013, zum Teil voll gesperrt: http://t.co/KIhPr5dJis",neutral
"Temp:26,6°C Wind:1km/h Luftdruck:1012,3 hpa Trend:langsam fallend Niederschlag:0,0mm. Trend: Hin und wieder Niederschlag, sehr unbeständig",neutral
@FoReVeR_YuKi16 Wir müssen uns noch so Ringe aus den Automaten holen. . xD,positive
(+) Hamburgo 1-1 Hoffenheim y Eintracht Frankfurt 0-1 Bayern Munich. #Bundesliga,neutral
Hej! Schöne Idee von @gebrauchsgrafik: Abwrackprämie für altes Design: http://t.co/0saHF7hcdH,positive
@GaudaHead warum meinst du das?,neutral
Anlage #Thun sichtbar gesetzt,neutral
Bossti und die Community bauen gemeinsam populäre Gebäude aus Hogwarts nach. Seid live dabei oder helft selbst... http://t.co/4z1iMSsfHq,neutral
Förderung mittelständischer privater Bahnunternehmen.,neutral
Tag 1. nach dem großen US-Finale von BREAKING BAD! Für alle Fans gibt's hier einen tollen Nachruf... http://t.co/Umxue5fOd6,neutral
Samsung ATIV Tab 3: neuer Windows 8 Tablet-PC mit Intel Atom Z2760 Prozessor erscheint in kürze http://t.co/AYOZNsukSS,neutral
AG München: Gegenstandswert deutlich unter 10.000 in Filesharing-Sachen - anwalt24.de: AG München: Gegenstands... http://t.co/JvPW9PBAvx,neutral
sturm frei party Dj kommt schon :-),positive
Nintendo 2DS – Fortschritt in 2D / Nachteile http://t.co/Azcq8riGdq,neutral
@diesxdas Johnny würde weinen #halligalli,neutral
@aviationsteve leider kaufen genau bei Sparkassen viele Leute sowas :(,negative
"Porsche Gemballa Mirage Gt Carbon Edition 2009: gt, 2009, porsche, mirage, gemballa, carbon edition,Cars http://t.co/TNme0XJQA2",neutral
"@Telekom_hilft Hallo, meine Freundin hat den Complete Mobil M (Netzintern) Friends mit Handy Tarif für 39,95. Warum kann man nicht wechseln?",neutral
"Ey haste schon gehört? Am Dorfplatz hamse wieder rumrandaliert. Das warn doch sicher wieder diese Russen! Pack, verdammtes.",negative
RT @wynstonseyeball: @Portaben @sc0pie *perfect butt,positive
fitBAG Classic Sand Handytasche Tasche aus original Alcantara mit Microfaserinnenfutter für Nokia 808 Pure #View -... http://t.co/OGMgjOc5le,neutral
@hnfmvp @AbtMartin Dissertationen waren früher auch nicht viel länger... :-) Herzliche Gratulation!,positive
Design Fön Haartrockner Ente 60er Style Jahre: Altlußheim | 60er Jahre Style Design Haarfön ENTE Sehr seltenes... http://t.co/z7XiYwhc8P,neutral
@breitnigge absolut! Fiese Scheisse.,negative
#museuminsel #ich #kunst #grünen #friede #smile #peace #glücklich #besuchen @ Alte Nationalgalerie http://t.co/ZO6wp5Mtj4,positive
Unter jedes Wahlplakat mit Beatrix von Storch ein leises Liebesgedicht drunterkritzeln. Bis sie lächelt. Hihi.,neutral
@ralph_a_kohl Scherenschnitt. Klassisch.,neutral
'Und was nehmen Sie?'- 'Ich nehm dann mal die traurige Wendung.',negative
@TeraEuro regelkonform geworfen zaehlt nur wenn auf bebaute flaeche gezielt (kein krater ?) cc @terrorzicke @Fischblog,neutral
Heiße Diskussionen nach Tod bei Hochzeit http://t.co/N3JExzVKF0,neutral
